"","year","id","race","sex","age","region","childhoodFamIncome","highestDegree","spouseHighestDegree","householdSize","currentFamIncome","hrsUsuallyWork","hrsSpouseUsuallyWork","maritalStatus","numChildren","afraidWalkNightNeighborhood","troubleSleeping","jobSatisfaction","jobStressful","happiness","health","hrsEmailPerWeek","hrsWWWperWeek"
"1033",2018,1033,"White","Male",54,"Middle atlantic","Below average","High school","",1,"$25000 or more",NA,NA,"Divorced",1,"No","Rarely","Not too satisfied","Sometimes","Pretty happy","Good",NA,NA
"1034",2018,1034,"White","Female",31,"Middle atlantic","Below average","Bachelor","",3,"$25000 or more",NA,NA,"Separated",2,"Yes","Often","Very satisfied","Hardly ever","Not too happy","Fair",NA,NA
"1035",2018,1035,"White","Male",51,"Middle atlantic","Average","Junior college","",2,"$10000 - 14999",NA,NA,"Never married",0,"No","Rarely","Very satisfied","Sometimes","Pretty happy","Good",5,10
"1036",2018,1036,"White","Male",39,"Middle atlantic","Below average","Lt high school","",2,"$25000 or more",NA,NA,"Never married",2,"","Often","Very satisfied","Often","Very happy","",NA,NA
"1037",2018,1037,"White","Female",86,"Middle atlantic","Far above average","High school","",1,"$25000 or more",NA,NA,"Widowed",3,"Yes","","","No issp","Pretty happy","Fair",NA,NA
"1038",2018,1038,"White","Male",54,"Middle atlantic","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",2,"","Rarely","Very satisfied","Hardly ever","Pretty happy","",2,5
"1039",2018,1039,"Black","Male",26,"Middle atlantic","Below average","High school","",4,"Don't know",NA,NA,"Never married",4,"Yes","","","No issp","Not too happy","Fair",32,42
"1040",2018,1040,"White","Female",37,"South atlantic","Below average","Graduate","Bachelor",4,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Very satisfied","Often","Very happy","Good",2,40
"1041",2018,1041,"White","Male",45,"South atlantic","Average","Bachelor","",1,"Refused",NA,NA,"Divorced",3,"No","Often","Somewhat satisfied","Sometimes","Not too happy","Fair",NA,NA
"1042",2018,1042,"Black","Female",70,"South atlantic","Average","High school","Bachelor",2,"$25000 or more",NA,NA,"Married",3,"No","","","No issp","Very happy","Good",2,4
"1043",2018,1043,"Other","Male",43,"South atlantic","Far below average","Graduate","Graduate",5,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Very satisfied","Sometimes","Pretty happy","Excellent",25,10
"1044",2018,1044,"White","Male",23,"South atlantic","Average","High school","",2,"$20000 - 24999",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Often","Very happy","",2,1
"1045",2018,1045,"Other","Female",42,"South atlantic","Above average","Bachelor","",3,"$25000 or more",NA,NA,"Never married",3,"Yes","Never","Somewhat satisfied","Often","Pretty happy","Good",3,20
"1046",2018,1046,"White","Female",86,"South atlantic","Average","Junior college","",1,"$20000 - 24999",NA,NA,"Widowed",6,"Yes","","","No issp","Pretty happy","Good",0,0
"1047",2018,1047,"White","Female",72,"South atlantic","Average","High school","",1,"$25000 or more",NA,NA,"Separated",2,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1048",2018,1048,"White","Female",55,"South atlantic","Don't know","Graduate","",1,"$25000 or more",NA,NA,"Divorced",1,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1049",2018,1049,"Black","Male",69,"South atlantic","Far below average","Lt high school","",1,"$10000 - 14999",NA,NA,"Widowed",0,"Yes","","","No issp","Pretty happy","Fair",NA,NA
"1050",2018,1050,"Black","Female",NA,"South atlantic","Far below average","Lt high school","",1,"Don't know",NA,NA,"Widowed",0,"","","","No issp","Very happy","",NA,NA
"1051",2018,1051,"Black","Male",68,"South atlantic","Below average","Lt high school","",1,"$10000 - 14999",NA,NA,"Separated",NA,"No","","","No issp","Pretty happy","Fair",NA,NA
"1052",2018,1052,"White","Female",45,"South atlantic","Average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Hardly ever","Very happy","",0,7
"1053",2018,1053,"White","Female",18,"E. sou. central","Average","High school","",3,"$20000 - 24999",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Good",2,6
"1054",2018,1054,"White","Male",22,"E. sou. central","Below average","High school","",2,"$10000 - 14999",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","",3,60
"1055",2018,1055,"White","Female",66,"E. sou. central","Below average","High school","Lt high school",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Pretty happy","Good",NA,NA
"1056",2018,1056,"White","Male",66,"E. sou. central","Below average","High school","",1,"$10000 - 14999",NA,NA,"Divorced",3,"No","","","No issp","Not too happy","Poor",NA,NA
"1057",2018,1057,"White","Male",21,"E. sou. central","Average","Lt high school","",2,"$25000 or more",NA,NA,"Never married",0,"No","Never","Very satisfied","Sometimes","Very happy","Good",NA,NA
"1058",2018,1058,"White","Male",65,"E. nor. central","Average","High school","High school",3,"$25000 or more",NA,NA,"Married",4,"","Sometimes","Very satisfied","Never","Pretty happy","",1,8
"1059",2018,1059,"White","Male",29,"E. nor. central","Below average","High school","High school",3,"$20000 - 24999",NA,NA,"Married",0,"Yes","Never","Somewhat satisfied","Sometimes","Pretty happy","Good",0,5
"1060",2018,1060,"White","Female",50,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",4,"","Often","Very satisfied","Hardly ever","Very happy","",1,30
"1061",2018,1061,"White","Male",65,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",30,NA
"1062",2018,1062,"White","Male",53,"E. nor. central","Average","Lt high school","",1,"$6000 to 6999",NA,NA,"Divorced",1,"Yes","Often","Not too satisfied","Sometimes","Not too happy","Fair",NA,NA
"1063",2018,1063,"White","Female",32,"E. nor. central","Far below average","High school","High school",5,"$25000 or more",NA,NA,"Married",3,"Yes","","","No issp","Very happy","Excellent",0,10
"1064",2018,1064,"White","Female",47,"E. nor. central","Above average","High school","",2,"$25000 or more",NA,NA,"Divorced",2,"","Rarely","Very satisfied","Hardly ever","Very happy","",1,1
"1065",2018,1065,"Other","Male",58,"E. nor. central","Below average","High school","Don't know",4,"$20000 - 24999",NA,NA,"Married",7,"No","Rarely","Very satisfied","Sometimes","Very happy","Fair",3,2
"1066",2018,1066,"White","Female",44,"E. nor. central","Average","High school","",4,"$25000 or more",NA,NA,"Divorced",6,"No","Often","Very satisfied","Often","Pretty happy","Fair",NA,NA
"1067",2018,1067,"White","Male",50,"E. nor. central","Average","Lt high school","",1,"$7000 to 7999",NA,NA,"Divorced",1,"","","","No issp","Not too happy","",2,2
"1068",2018,1068,"White","Male",51,"E. nor. central","Below average","Junior college","",1,"$25000 or more",NA,NA,"Divorced",2,"No","Rarely","Somewhat satisfied","Sometimes","Not too happy","Excellent",NA,NA
"1069",2018,1069,"Other","Female",53,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Widowed",3,"No","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Good",6,12
"1070",2018,1070,"Black","Female",44,"E. nor. central","Average","Junior college","",3,"$25000 or more",NA,NA,"Never married",5,"No","Often","Very satisfied","Hardly ever","Not too happy","Good",NA,NA
"1071",2018,1071,"White","Male",40,"E. nor. central","Above average","High school","",5,"$25000 or more",NA,NA,"Never married",1,"","","","No issp","Pretty happy","",0,4
"1072",2018,1072,"Black","Female",56,"E. nor. central","Far above average","Lt high school","",1,"$20000 - 24999",NA,NA,"Never married",3,"","","","No issp","Pretty happy","",0,0
"1073",2018,1073,"Black","Female",52,"E. nor. central","Average","High school","",1,"$1000 to 2999",NA,NA,"Divorced",7,"","","","No issp","Pretty happy","",1,1
"1074",2018,1074,"Black","Female",65,"E. nor. central","Below average","High school","",1,"$15000 - 19999",NA,NA,"Widowed",1,"No","Never","Very satisfied","Never","Pretty happy","Good",1,0
"1075",2018,1075,"White","Female",37,"W. sou. central","Below average","High school","High school",6,"$25000 or more",NA,NA,"Married",4,"No","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",NA,NA
"1076",2018,1076,"White","Male",50,"W. sou. central","Average","Bachelor","Graduate",4,"$25000 or more",NA,NA,"Married",2,"","Sometimes","Very satisfied","Sometimes","Very happy","",10,20
"1077",2018,1077,"White","Female",27,"W. sou. central","Average","High school","",2,"$15000 - 19999",NA,NA,"Divorced",0,"","No answer","No answer","No answer","Pretty happy","",20,1
"1078",2018,1078,"White","Female",49,"W. sou. central","Average","Bachelor","Bachelor",2,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Somewhat satisfied","Sometimes","Very happy","Excellent",10,2
"1079",2018,1079,"White","Male",41,"W. sou. central","Average","Lt high school","",1,"Lt $1000",NA,NA,"Never married",2,"Yes","Rarely","Somewhat satisfied","Sometimes","Pretty happy","Excellent",NA,NA
"1080",2018,1080,"White","Male",72,"W. sou. central","Far below average","Junior college","High school",2,"$25000 or more",NA,NA,"Married",3,"No","","","No issp","Not too happy","Good",0,0
"1081",2018,1081,"White","Male",42,"W. sou. central","Average","High school","",4,"$25000 or more",NA,NA,"Divorced",0,"No","Never","Very satisfied","Sometimes","Pretty happy","Excellent",NA,NA
"1082",2018,1082,"White","Male",24,"W. sou. central","Average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"No","Often","Somewhat satisfied","Often","Pretty happy","Good",0,15
"1083",2018,1083,"Other","Male",31,"W. sou. central","Above average","Lt high school","",4,"$25000 or more",NA,NA,"Never married",2,"","Often","Very satisfied","Hardly ever","Very happy","",0,NA
"1084",2018,1084,"White","Female",33,"W. sou. central","Average","High school","High school",6,"$25000 or more",NA,NA,"Married",4,"No","Never","Very satisfied","Hardly ever","Pretty happy","Excellent",NA,NA
"1085",2018,1085,"White","Female",69,"W. sou. central","Below average","High school","",1,"$25000 or more",NA,NA,"Divorced",3,"No","Rarely","Very satisfied","Hardly ever","Not too happy","Good",NA,NA
"1086",2018,1086,"White","Female",46,"W. sou. central","Average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",3,"","Often","Very satisfied","Sometimes","Pretty happy","",70,0
"1087",2018,1087,"White","Female",71,"W. sou. central","Average","High school","Lt high school",2,"$25000 or more",NA,NA,"Married",4,"No","","","No issp","Very happy","Good",1,2
"1088",2018,1088,"White","Female",22,"W. sou. central","Below average","High school","",3,"$20000 - 24999",NA,NA,"Never married",0,"Yes","","","No issp","Pretty happy","Good",NA,NA
"1089",2018,1089,"White","Male",53,"E. nor. central","Far below average","High school","Bachelor",5,"$25000 or more",NA,NA,"Married",3,"","Never","Somewhat satisfied","Sometimes","Pretty happy","",40,10
"1090",2018,1090,"White","Male",30,"E. nor. central","Above average","Graduate","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"","Rarely","Somewhat satisfied","Hardly ever","Very happy","",10,15
"1091",2018,1091,"White","Male",61,"E. nor. central","Above average","Bachelor","Bachelor",3,"$25000 or more",NA,NA,"Married",2,"No","Sometimes","Very satisfied","Sometimes","Very happy","Good",2,3
"1092",2018,1092,"Other","Male",39,"E. nor. central","Below average","Graduate","Junior college",4,"$25000 or more",NA,NA,"Married",2,"No","Rarely","Very satisfied","Sometimes","Pretty happy","Good",NA,NA
"1093",2018,1093,"White","Male",27,"E. nor. central","Above average","Bachelor","Bachelor",2,"Refused",NA,NA,"Married",0,"","Sometimes","Very satisfied","Sometimes","Very happy","",15,3
"1094",2018,1094,"White","Male",71,"E. nor. central","Above average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",2,"No","","","No issp","Pretty happy","Fair",1,0
"1095",2018,1095,"White","Female",60,"E. nor. central","Average","High school","High school",2,"Refused",NA,NA,"Married",0,"No","Never","Very satisfied","Hardly ever","Very happy","Good",NA,NA
"1096",2018,1096,"White","Male",47,"E. nor. central","Above average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",2,"No","Sometimes","Somewhat satisfied","Sometimes","Not too happy","Good",NA,NA
"1097",2018,1097,"White","Male",33,"E. nor. central","Average","High school","Bachelor",2,"$25000 or more",NA,NA,"Married",0,"Yes","Often","Somewhat satisfied","Sometimes","Pretty happy","Good",NA,NA
"1098",2018,1098,"White","Male",29,"E. nor. central","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","Often","Somewhat satisfied","Often","Pretty happy","Good",30,30
"1099",2018,1099,"Black","Female",60,"E. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Divorced",0,"Yes","Rarely","Very satisfied","Sometimes","Pretty happy","Good",12,50
"1100",2018,1100,"Black","Female",27,"E. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Never married",4,"Yes","","","No issp","Pretty happy","Fair",NA,NA
"1101",2018,1101,"White","Male",30,"E. nor. central","Above average","High school","",3,"$25000 or more",NA,NA,"Never married",0,"No","","","No issp","Not too happy","Fair",5,120
"1102",2018,1102,"White","Female",24,"E. nor. central","Below average","Lt high school","",2,"$20000 - 24999",NA,NA,"Never married",0,"No","Sometimes","Somewhat satisfied","Often","Pretty happy","Poor",NA,NA
"1103",2018,1103,"White","Male",57,"E. nor. central","Average","High school","",1,"Refused",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Hardly ever","Pretty happy","",0,1
"1104",2018,1104,"White","Male",19,"E. nor. central","Average","High school","",2,"$20000 - 24999",NA,NA,"Never married",0,"No","Often","Very satisfied","Always","Not too happy","Poor",2,16
"1105",2018,1105,"White","Male",55,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Not too satisfied","Often","Pretty happy","Fair",NA,NA
"1106",2018,1106,"Black","Female",75,"E. nor. central","Average","High school","",2,"$25000 or more",NA,NA,"Divorced",3,"","Rarely","Somewhat satisfied","Never","Pretty happy","",0,NA
"1107",2018,1107,"Black","Male",50,"E. nor. central","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",1,"No","Never","Very satisfied","Hardly ever","Pretty happy","Good",15,10
"1108",2018,1108,"White","Male",70,"E. nor. central","Below average","Junior college","High school",2,"$25000 or more",NA,NA,"Married",3,"No","Often","Somewhat satisfied","Hardly ever","Pretty happy","Good",NA,NA
"1109",2018,1109,"White","Male",65,"E. nor. central","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",2,"No","","","No issp","Pretty happy","Good",0,2
"1110",2018,1110,"White","Female",28,"E. nor. central","Below average","Bachelor","High school",3,"$20000 - 24999",NA,NA,"Married",1,"Yes","Sometimes","Very satisfied","Sometimes","Pretty happy","Good",NA,NA
"1111",2018,1111,"White","Female",57,"E. nor. central","Average","High school","High school",4,"$25000 or more",NA,NA,"Married",5,"Yes","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",10,25
"1112",2018,1112,"White","Male",48,"E. nor. central","Average","Bachelor","Bachelor",6,"$25000 or more",NA,NA,"Married",5,"","","","No issp","Pretty happy","",1,30
"1113",2018,1113,"White","Female",18,"E. nor. central","Above average","High school","",3,"Don't know",NA,NA,"Never married",0,"No","Often","Dont know","Cant choose","Very happy","Excellent",NA,NA
"1114",2018,1114,"White","Male",27,"E. nor. central","Below average","High school","High school",2,"$25000 or more",NA,NA,"Married",0,"","Sometimes","Somewhat satisfied","Hardly ever","Pretty happy","",4,22
"1115",2018,1115,"White","Male",41,"E. nor. central","Below average","High school","High school",3,"$25000 or more",NA,NA,"Married",0,"No","Sometimes","Very satisfied","Hardly ever","Very happy","Good",0,10
"1116",2018,1116,"White","Female",69,"E. nor. central","Average","Graduate","",1,"Refused",NA,NA,"Never married",0,"","","","No issp","Pretty happy","",0,30
"1117",2018,1117,"Black","Female",32,"E. nor. central","Above average","High school","",2,"$25000 or more",40,NA,"Never married",1,"No","Often","Somewhat satisfied","Hardly ever","Pretty happy","Good",4,6
"1118",2018,1118,"Black","Female",21,"E. nor. central","Below average","High school","",4,"Lt $1000",NA,NA,"Never married",0,"","","","No issp","Very happy","",5,30
"1119",2018,1119,"Black","Female",30,"E. nor. central","Average","High school","",2,"$25000 or more",NA,NA,"Never married",1,"No","Never","Somewhat satisfied","Sometimes","Pretty happy","Good",1,20
"1120",2018,1120,"White","Female",66,"E. nor. central","Above average","High school","",1,"$10000 - 14999",NA,NA,"Divorced",6,"Yes","","","No issp","Pretty happy","Fair",NA,NA
"1121",2018,1121,"Other","Female",59,"E. nor. central","Above average","High school","",1,"$25000 or more",NA,NA,"Divorced",2,"","Often","Very satisfied","Often","Pretty happy","",15,15
"1122",2018,1122,"Other","Female",22,"E. nor. central","Above average","High school","",3,"$25000 or more",NA,NA,"Never married",1,"Yes","Rarely","Very satisfied","Never","Pretty happy","Good",0,40
"1123",2018,1123,"White","Male",31,"E. nor. central","Below average","Junior college","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","Rarely","Somewhat satisfied","Sometimes","Pretty happy","Good",2,24
"1124",2018,1124,"White","Female",50,"E. nor. central","Below average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",3,"","","","No issp","Not too happy","",0,10
"1125",2018,1125,"White","Male",21,"E. nor. central","Above average","High school","",2,"$15000 - 19999",NA,NA,"Never married",0,"No","Sometimes","Somewhat satisfied","Often","Pretty happy","Good",7,17
"1126",2018,1126,"White","Male",29,"E. nor. central","Above average","Bachelor","Bachelor",2,"$25000 or more",NA,25,"Married",0,"Yes","Rarely","Very satisfied","Sometimes","Very happy","Fair",NA,NA
"1127",2018,1127,"White","Female",21,"E. nor. central","Average","High school","",2,"$4000 to 4999",NA,NA,"Never married",0,"","Rarely","Somewhat satisfied","Hardly ever","Pretty happy","",1,30
"1128",2018,1128,"Other","Female",21,"E. nor. central","Above average","High school","",3,"$25000 or more",NA,NA,"Never married",0,"Yes","","","No issp","Not too happy","Excellent",NA,NA
"1129",2018,1129,"White","Male",25,"E. nor. central","Average","Bachelor","",2,"$20000 - 24999",NA,NA,"Never married",0,"","Sometimes","Very satisfied","Hardly ever","Pretty happy","",0,24
"1130",2018,1130,"White","Male",22,"E. nor. central","Average","Junior college","",1,"$25000 or more",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Good",0,4
"1131",2018,1131,"Black","Male",23,"E. nor. central","Average","High school","",1,"Don't know",18,NA,"Never married",1,"No","Sometimes","Very satisfied","Hardly ever","Not too happy","Fair",NA,NA
"1132",2018,1132,"White","Male",21,"E. nor. central","Far below average","High school","",4,"Refused",NA,NA,"Never married",0,"No","","","No issp","Pretty happy","Fair",7,21
"1133",2018,1133,"White","Male",21,"E. nor. central","Above average","High school","",2,"$10000 - 14999",NA,NA,"Never married",0,"Yes","","","No issp","Not too happy","Excellent",NA,NA
"1134",2018,1134,"White","Male",55,"E. nor. central","Average","Bachelor","Bachelor",4,"Refused",NA,NA,"Married",2,"","Rarely","Somewhat satisfied","Often","Pretty happy","",40,2
"1135",2018,1135,"White","Male",63,"E. nor. central","Average","Graduate","High school",5,"$25000 or more",NA,NA,"Married",NA,"No","Sometimes","Very satisfied","Often","Pretty happy","Excellent",NA,NA
"1136",2018,1136,"White","Female",86,"E. nor. central","Average","High school","",1,"$25000 or more",NA,NA,"Widowed",1,"No","","","No issp","Very happy","Good",NA,NA
"1137",2018,1137,"White","Male",40,"E. nor. central","Below average","Lt high school","High school",4,"$25000 or more",NA,NA,"Married",4,"No","Sometimes","Very satisfied","Sometimes","Very happy","Good",NA,NA
"1138",2018,1138,"Other","Male",42,"E. nor. central","Below average","High school","Bachelor",6,"$25000 or more",NA,NA,"Married",3,"","Sometimes","Not at all satisfied","Sometimes","Not too happy","",0,8
"1139",2018,1139,"White","Female",64,"E. nor. central","Below average","High school","",2,"$20000 - 24999",NA,NA,"Separated",2,"No","","","No issp","Not too happy","Fair",NA,NA
"1140",2018,1140,"White","Female",72,"Mountain","Above average","Bachelor","",1,"$25000 or more",NA,NA,"Divorced",3,"Yes","","","No issp","Very happy","Fair",4,10
"1141",2018,1141,"White","Male",84,"Mountain","Below average","Junior college","High school",2,"$25000 or more",NA,NA,"Married",2,"","","","No issp","Pretty happy","",0,3
"1142",2018,1142,"Black","Female",30,"Mountain","Above average","Junior college","",1,"$25000 or more",NA,NA,"Never married",2,"","Rarely","Very satisfied","Hardly ever","Very happy","",2,6
"1143",2018,1143,"White","Male",33,"Mountain","Below average","High school","",1,"$20000 - 24999",NA,NA,"Never married",0,"No","Never","Not too satisfied","Hardly ever","Pretty happy","Good",1,14
"1144",2018,1144,"White","Male",76,"Mountain","Far below average","High school","",1,"$25000 or more",NA,NA,"Widowed",2,"Yes","","","No issp","Pretty happy","Excellent",NA,NA
"1145",2018,1145,"Other","Male",28,"Mountain","Average","Graduate","",1,"$25000 or more",NA,NA,"Never married",0,"","Never","Somewhat satisfied","Sometimes","Pretty happy","",40,20
"1146",2018,1146,"Black","Female",23,"Mountain","Average","Bachelor","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","","","No issp","Very happy","Excellent",NA,NA
"1147",2018,1147,"White","Female",30,"Mountain","Below average","Lt high school","Lt high school",5,"$25000 or more",NA,NA,"Married",3,"","","","No issp","Pretty happy","",0,15
"1148",2018,1148,"Other","Female",29,"Mountain","Average","High school","",4,"$20000 - 24999",NA,NA,"Never married",0,"Yes","Rarely","Very satisfied","Hardly ever","Pretty happy","Excellent",30,30
"1149",2018,1149,"White","Male",23,"Mountain","Far below average","Lt high school","",3,"Don't know",NA,NA,"Divorced",0,"No","Sometimes","Somewhat satisfied","Always","Pretty happy","Fair",NA,NA
"1150",2018,1150,"White","Male",85,"Mountain","Average","Bachelor","",1,"$10000 - 14999",NA,NA,"Never married",0,"","Rarely","Very satisfied","Hardly ever","Not too happy","",50,25
"1151",2018,1151,"Other","Male",58,"Mountain","Below average","Lt high school","High school",4,"$25000 or more",NA,NA,"Married",0,"No","","","No issp","Pretty happy","Fair",0,1
"1152",2018,1152,"White","Male",86,"Mountain","Above average","High school","",2,"$25000 or more",NA,NA,"Widowed",1,"No","","","No issp","Not too happy","Fair",NA,NA
"1153",2018,1153,"White","Male",82,"Mountain","Far below average","Graduate","Graduate",3,"$25000 or more",NA,NA,"Married",6,"","","","No issp","Very happy","",1,2
"1154",2018,1154,"Black","Male",50,"Mountain","Below average","High school","High school",3,"$20000 - 24999",NA,NA,"Married",NA,"No","Never","Very satisfied","Sometimes","Very happy","Fair",1,3
"1155",2018,1155,"Black","Male",55,"Mountain","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",1,"","Rarely","Somewhat satisfied","Sometimes","Pretty happy","",1,4
"1156",2018,1156,"Other","Female",41,"Mountain","Below average","Bachelor","",2,"$25000 or more",NA,NA,"Divorced",3,"Yes","Often","Somewhat satisfied","Always","Very happy","Good",10,12
"1157",2018,1157,"Other","Male",22,"Mountain","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"Yes","Often","Somewhat satisfied","Often","Pretty happy","Excellent",NA,NA
"1158",2018,1158,"White","Male",28,"Mountain","Average","Junior college","High school",2,"$25000 or more",NA,NA,"Married",3,"","Never","Very satisfied","Sometimes","Very happy","",40,30
"1159",2018,1159,"Black","Female",87,"Mountain","Average","High school","",1,"$25000 or more",NA,NA,"Divorced",5,"No","","","No issp","Pretty happy","Fair",3,6
"1160",2018,1160,"Other","Male",64,"Mountain","Below average","Bachelor","High school",2,"$25000 or more",NA,NA,"Married",3,"","Sometimes","Very satisfied","Sometimes","Pretty happy","",40,45
"1161",2018,1161,"White","Female",18,"Mountain","Above average","Lt high school","",4,"Refused",NA,NA,"Never married",0,"Yes","","","No issp","Pretty happy","Excellent",1,13
"1162",2018,1162,"White","Female",73,"Mountain","Above average","High school","Bachelor",2,"Refused",NA,NA,"Married",1,"","","","No issp","Pretty happy","",1,0
"1163",2018,1163,"White","Female",68,"Mountain","Average","High school","Bachelor",2,"Refused",NA,NA,"Married",0,"","","","No issp","Very happy","",1,5
"1164",2018,1164,"White","Female",51,"Mountain","Average","Graduate","High school",3,"Refused",NA,NA,"Married",3,"No","Often","Very satisfied","Sometimes","Very happy","Good",20,10
"1165",2018,1165,"White","Male",67,"Mountain","Average","Bachelor","High school",2,"$25000 or more",NA,NA,"Married",2,"No","Never","Very satisfied","Often","Very happy","Good",NA,NA
"1166",2018,1166,"White","Male",81,"Mountain","Far below average","Bachelor","",3,"Refused",NA,NA,"Widowed",5,"","","","No issp","Very happy","",1,1
"1167",2018,1167,"White","Male",70,"Mountain","Average","Bachelor","",4,"Refused",NA,NA,"Divorced",4,"No","","","No issp","Pretty happy","Good",0,10
"1168",2018,1168,"White","Male",63,"Mountain","Average","High school","High school",2,"$25000 or more",NA,NA,"Married",1,"","","","No issp","Very happy","",1,30
"1169",2018,1169,"White","Female",71,"E. nor. central","Average","High school","Graduate",2,"$25000 or more",NA,NA,"Married",3,"Yes","","","No issp","Pretty happy","Fair",NA,NA
"1170",2018,1170,"White","Male",34,"E. nor. central","Below average","Bachelor","Graduate",4,"Refused",NA,NA,"Married",2,"No","Rarely","Somewhat satisfied","Sometimes","Very happy","Good",20,1
"1171",2018,1171,"White","Male",86,"E. nor. central","Below average","Bachelor","",1,"$25000 or more",NA,NA,"Widowed",3,"No","Rarely","Very satisfied","Never","Very happy","Good",20,2
"1172",2018,1172,"White","Female",39,"E. nor. central","Don't know","High school","",1,"$25000 or more",NA,NA,"Never married",0,"","Sometimes","Somewhat satisfied","Sometimes","Not too happy","",20,50
"1173",2018,1173,"White","Male",47,"E. nor. central","Below average","High school","",2,"$25000 or more",NA,NA,"Divorced",1,"No","","","No issp","Not too happy","Poor",4,100
"1174",2018,1174,"Black","Female",33,"E. nor. central","Far above average","Bachelor","High school",4,"$25000 or more",NA,NA,"Married",2,"Yes","Sometimes","Somewhat satisfied","Sometimes","Pretty happy","Fair",NA,NA
"1175",2018,1175,"Other","Male",31,"E. nor. central","Don't know","Bachelor","",2,"$25000 or more",NA,NA,"Widowed",0,"","Rarely","Somewhat satisfied","Hardly ever","Pretty happy","",1,80
"1176",2018,1176,"White","Female",57,"E. nor. central","Below average","High school","Bachelor",2,"Refused",NA,NA,"Married",1,"Yes","","","No issp","Pretty happy","Good",1,1
"1177",2018,1177,"White","Male",35,"E. nor. central","Average","High school","Graduate",3,"$25000 or more",NA,NA,"Married",1,"","Sometimes","Somewhat satisfied","Hardly ever","Pretty happy","",1,7
"1178",2018,1178,"White","Female",65,"E. nor. central","Above average","High school","",2,"$25000 or more",NA,NA,"Widowed",2,"No","","","No issp","Pretty happy","Fair",1,20
"1179",2018,1179,"White","Male",69,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"No","","","No issp","Not too happy","Fair",NA,NA
"1180",2018,1180,"Black","Female",59,"E. nor. central","Below average","High school","",1,"$3000 to 3999",NA,NA,"Divorced",2,"","","","No issp","Not too happy","",NA,NA
"1181",2018,1181,"White","Male",35,"E. nor. central","Below average","High school","Graduate",2,"$25000 or more",NA,50,"Married",2,"Yes","Often","Somewhat satisfied","Always","Pretty happy","Good",NA,NA
"1182",2018,1182,"White","Male",37,"E. nor. central","Below average","High school","",1,"$25000 or more",NA,NA,"Never married",0,"No","Sometimes","Not too satisfied","Always","Not too happy","Poor",0,4
"1183",2018,1183,"White","Female",51,"E. nor. central","Average","High school","High school",4,"Refused",NA,NA,"Married",2,"Yes","Sometimes","Very satisfied","Sometimes","Pretty happy","Good",NA,NA
"1184",2018,1184,"Other","Male",85,"E. nor. central","Don't know","Lt high school","Bachelor",2,"$25000 or more",NA,NA,"Married",1,"","","","No issp","Not too happy","",NA,NA
"1185",2018,1185,"White","Female",49,"E. nor. central","Far below average","Bachelor","Bachelor",4,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Very happy","Excellent",1,1
"1186",2018,1186,"White","Female",68,"E. nor. central","Average","Graduate","Bachelor",2,"$25000 or more",NA,NA,"Married",2,"No","","","No issp","Pretty happy","Good",NA,NA
